# tracer: function_graph
#
# CPU  DURATION                  FUNCTION CALLS
# |     |   |                     |   |   |   |
   0)               |          n_tty_read() {
   0)   0.149 us    |            __tty_check_change();
   0)   0.172 us    |            mutex_trylock();
   0)               |            down_read() {
   0)               |              _cond_resched() {
   0)   0.124 us    |                rcu_all_qs();
   0)   0.373 us    |              }
   0)   0.636 us    |            }
   0)               |            add_wait_queue() {
   0)   0.130 us    |              _raw_spin_lock_irqsave();
   0)   0.139 us    |              _raw_spin_unlock_irqrestore();
   0)   0.654 us    |            }
   0)               |            copy_from_read_buf() {
   0)               |              __check_object_size() {
   0)               |                __check_object_size.part.0() {
   0)   0.151 us    |                  check_stack_object();
   0)   0.176 us    |                  __virt_addr_valid();
   0)   0.729 us    |                }
   0)   0.979 us    |              }
   0)   0.135 us    |              tty_audit_add_data();
   0)   0.125 us    |              zero_buffer.isra.0();
   0)   1.816 us    |            }
   0)   0.127 us    |            copy_from_read_buf();
   0)               |            n_tty_check_unthrottle() {
   0)   0.121 us    |              n_tty_kick_worker();
   0)               |              tty_wakeup() {
   0)               |                __wake_up() {
   0)               |                  __wake_up_common_lock() {
   0)   0.121 us    |                    _raw_spin_lock_irqsave();
   0)   0.131 us    |                    __wake_up_common();
   0)   0.137 us    |                    _raw_spin_unlock_irqrestore();
   0)   0.878 us    |                  }
   0)   1.107 us    |                }
